stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
312321,1220,Lermandabidea 4,Parada,42.8443665833914,-2.74246667466496,,,,,Europe/Madrid
349185,1364,Lermandabidea / Jundiz,Parada,42.8464192673695,-2.73826390830362,,,,,Europe/Madrid
312577,1221,Lermandabidea / Zuazobidea,Parada,42.8489471744665,-2.73324342572708,,,,,Europe/Madrid
355329,1388,Lermandabidea / Ortuoste,Parada,42.8496779281749,-2.72996563942327,,,,,Europe/Madrid
310785,1214,Lermandabidea / Lanzadera,Parada,42.8506297443848,-2.72315661888177,,,,,Europe/Madrid
305409,1193,Avenida de los Huetos / Mayoristas,Parada,42.8575848878444,-2.72071766378096,,,,,Europe/Madrid
305921,1195,Avenida de los Huetos / Mercedes,Parada,42.856478896961,-2.71408657497674,,,,,Europe/Madrid
345601,1350,Bremen 15,Parada,42.8533532005899,-2.70838053664741,,,,,Europe/Madrid
300545,1174,Avenida los Huetos / Borinbizkarra ,Parada,42.8547537109869,-2.70493877492593,,,,,Europe/Madrid
300801,1175,Avenida los Huetos / Ali,Parada,42.8535459891847,-2.69935142354259,,,,,Europe/Madrid
342017,1336,Avenida los Huetos / Jeronimo Roure,Parada,42.8524521067243,-2.69434318438641,,,,,Europe/Madrid
301057,1176,Beato Tomás de Zumárraga 71,Parada,42.8518405132736,-2.69126956349403,,,,,Europe/Madrid
273665,1069,Pedro Asúa / Beato Tomás de Zumárraga,Parada,42.8508374491686,-2.68832112644786,,,,,Europe/Madrid
301313,1177,Adriano VI 17,Parada,42.847345144596,-2.68239543220699,,,,,Europe/Madrid
301569,1178,Adriano VI 1,Parada,42.8465048110814,-2.67975629007827,,,,,Europe/Madrid
301825,1179,Prado,Parada,42.8458591521038,-2.67433205180869,,,,,Europe/Madrid
302081,1180,Olaguibel 20,Parada,42.8460809039595,-2.66844436889118,,,,,Europe/Madrid
302337,1181,Olaguibel / Ambulatorio   ,Parada,42.8458117847811,-2.66570295854311,,,,,Europe/Madrid
281345,1099,Judizmendi / San Juan,Parada,42.8458975955993,-2.66119354038488,,,,,Europe/Madrid
281601,1100,Judizmendi 7,Parada,42.8473339503361,-2.66119869829062,,,,,Europe/Madrid
281857,1101,Judizmendi / San Jose,Parada,42.8501924812708,-2.66098267205747,,,,,Europe/Madrid
302593,1182,Valladolid / Andalucia,Parada,42.8518074413983,-2.65896584825113,,,,,Europe/Madrid
276993,1082,Madrid / Aranzabela,Parada,42.8528332270024,-2.65718472710307,,,,,Europe/Madrid
277249,1083,Madrid / 8 de marzo,Parada,42.8546740812331,-2.65694428993032,,,,,Europe/Madrid
302849,1183,8 de marzo 10,Parada,42.8547749520093,-2.65455085104901,,,,,Europe/Madrid
303105,1184,8 de marzo 24,Parada,42.8539964090192,-2.65023459301905,,,,,Europe/Madrid
342273,1337,Bulevar de Salburua / Paseo Atenas,Parada,42.851224689146,-2.65085682510366,,,,,Europe/Madrid
348673,1362,Jundiz / Zurrupitieta,Parada,42.8419832301965,-2.7378524035212,,,,,Europe/Madrid
2559489,9998,Bremen 15,Parada,42.8532193217631,-2.70885238678009,,,,,Europe/Madrid
303361,1185,Urartea / Vitorialanda,Parada,42.8587650504871,-2.70826022271467,,,,,Europe/Madrid
303617,1186,Urartea / Vitoriabidea,Parada,42.8605333542547,-2.70954944285635,,,,,Europe/Madrid
303873,1187,Urartea / San Miguel de Atxa,Parada,42.8623828438571,-2.71089956422808,,,,,Europe/Madrid
304129,1188,Urartea / Alibarra,Parada,42.8641510557233,-2.71216445153891,,,,,Europe/Madrid
304385,1189,Alibarra / Gobeo,Parada,42.8620693259143,-2.7151598320264,,,,,Europe/Madrid
304641,1190,Alibarra / Bekolarra,Parada,42.8611252249738,-2.71756418179162,,,,,Europe/Madrid
304897,1191,Alibarra / Mayoristas,Parada,42.8586855625268,-2.72155348147676,,,,,Europe/Madrid
305153,1192,Asteguieta,Parada,42.8613027830365,-2.72957227010596,,,,,Europe/Madrid
305665,1194,Avenida los Huetos / Azucarera,Parada,42.8569907285957,-2.71712323805725,,,,,Europe/Madrid
346113,1352,Las Arenas / Mercedes,Parada,42.8498957445743,-2.71396240486378,,,,,Europe/Madrid
346369,1353,Las Arenas / Mercedes,Parada,42.8495582325292,-2.71403662892893,,,,,Europe/Madrid
343041,1340,Iliada / Gabriel Martínez Aragón,Parada,42.8460816746014,-2.63891004582905,,,,,Europe/Madrid
343297,1341,Iliada / Nadine Gordiner,Parada,42.8449716752902,-2.64391261468033,,,,,Europe/Madrid
353025,1379,Iliada / Bulevar de Salburua,Parada,42.8440534455568,-2.64838540427081,,,,,Europe/Madrid
315905,1234,Bulevar de Salburua 7,Parada,42.8470966669805,-2.6496730608871,,,,,Europe/Madrid
316161,1235,Avenida Bruselas 7,Parada,42.8506641105794,-2.65159584999262,,,,,Europe/Madrid
316417,1236,Avenida de Bruselas / Joaquín Collar,Parada,42.8512136534734,-2.65464335762688,,,,,Europe/Madrid
316673,1237,Madrid / Valladolid,Parada,42.8519429294838,-2.65759354329957,,,,,Europe/Madrid
316929,1238,Avenida Santiago 55,Parada,42.8480552748869,-2.65847016824262,,,,,Europe/Madrid
333057,1301,Paz,Parada,42.8450851466781,-2.66821105210764,,,,,Europe/Madrid
332033,1297,Catedral,Parada,42.8449652700264,-2.67667800095898,,,,,Europe/Madrid
317185,1239,Naciones Unidas 1,Parada,42.8454022251748,-2.69480777938272,,,,,Europe/Madrid
317441,1240,Zabalgana 39,Parada,42.8441017560781,-2.69680203759475,,,,,Europe/Madrid
317697,1241,Derechos Humanos / Paseo Eskibel,Parada,42.8414814932528,-2.69861141307795,,,,,Europe/Madrid
317953,1242,Derechos Humanos / Reina Sofía,Parada,42.8422532367812,-2.7027446473118,,,,,Europe/Madrid
318209,1243,Derechos Humanos 34,Parada,42.8419189200844,-2.70579906449791,,,,,Europe/Madrid
354305,1384,Mariturri / Oyón,Parada,42.8384076841811,-2.71143382881015,,,,,Europe/Madrid
354561,1385,Mariturri / Reina Sofía,Parada,42.8363253302493,-2.71058774491761,,,,,Europe/Madrid
340481,1330,Mariturri / Oyón,Parada,42.8391638211033,-2.71131215172714,,,,,Europe/Madrid
313345,1224,Derechos Humanos 29,Parada,42.8416576377511,-2.70574867763851,,,,,Europe/Madrid
313601,1225,Derechos Humanos / Reina Sofía,Parada,42.8421002145199,-2.70277061986257,,,,,Europe/Madrid
350209,1368,Derechos Humanos / Paseo Eskibel,Parada,42.8412432185865,-2.69875023821901,,,,,Europe/Madrid
350465,1369,Zabalgana 38,Parada,42.843745291127,-2.69651619544219,,,,,Europe/Madrid
314113,1227,Naciones Unidas 1,Parada,42.845140902638,-2.69474405109363,,,,,Europe/Madrid
