shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_19,42.8413220792523,-2.6861930124599,1344,5703
Route_19,42.8411034471114,-2.68692299072071,1345,5768
Route_19,42.8409382488404,-2.68743548682844,1346,5813
Route_19,42.8407596550956,-2.68799011238589,1347,5863
Route_19,42.8404738924219,-2.68887490633634,1348,5942
Route_19,42.8404290099507,-2.68892790332715,1349,5949
Route_19,42.8398972406661,-2.69042117251963,1350,6084
Route_19,42.8399153604921,-2.69046161674551,1351,6088
Route_19,42.8399425081836,-2.69051042881584,1352,6093
Route_19,42.8399336703504,-2.6905724220682,1353,6098
Route_19,42.8398888428406,-2.69064606680159,1354,6106
Route_19,42.8398619285551,-2.69068367636732,1355,6110
Route_19,42.8398170349142,-2.69073284756396,1356,6117
Route_19,42.8397003889322,-2.69088944849916,1357,6135
